age,workclass,fnlwgt,education,occupation,relationship,race,sex,target,predicted_salary
"44"," Private","184527"," Bachelors"," Exec-managerial"," Unmarried"," White"," Female","1","1"
"34"," Private","145231"," HS-grad"," Adm-clerical"," Wife"," White"," Female","0","0"
"51"," Private","43354"," Some-college"," Craft-repair"," Not-in-family"," White"," Male","1","0"
"20"," ?","318865"," Some-college"," ?"," Not-in-family"," White"," Male","0","0"
"19"," Private","355712"," Some-college"," Sales"," Not-in-family"," White"," Female","0","0"
"37"," Private","98776"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"68"," Private","257557"," HS-grad"," Machine-op-inspct"," Husband"," Black"," Male","1","0"
"22"," Private","102258"," Some-college"," Protective-serv"," Not-in-family"," White"," Male","0","0"
"56"," Self-emp-inc","170287"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"37"," Private","243409"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"52"," Private","55608"," 1st-4th"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"26"," Private","248057"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"33"," Private","95530"," Masters"," Prof-specialty"," Husband"," White"," Male","0","1"
"45"," Local-gov","54038"," Masters"," Prof-specialty"," Unmarried"," White"," Female","0","0"
"18"," Private","161245"," 11th"," Other-service"," Own-child"," White"," Male","0","0"
"43"," Self-emp-not-inc","388725"," Some-college"," Farming-fishing"," Husband"," White"," Male","1","0"
"64"," Self-emp-not-inc","71807"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"18"," Private","228216"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"20"," ?","303121"," Some-college"," ?"," Own-child"," White"," Male","0","0"
"57"," Private","78020"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"41"," Private","249254"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"34"," Private","87218"," Masters"," Exec-managerial"," Husband"," White"," Male","1","1"
"19"," Private","304299"," HS-grad"," Sales"," Unmarried"," White"," Female","0","0"
"44"," Private","196234"," 9th"," Other-service"," Unmarried"," White"," Female","0","0"
"56"," Private","197875"," 10th"," Other-service"," Unmarried"," White"," Female","0","0"
"36"," Self-emp-inc","48063"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"48"," Private","253596"," Bachelors"," Exec-managerial"," Unmarried"," White"," Female","0","1"
"29"," Private","39257"," HS-grad"," Transport-moving"," Husband"," White"," Male","1","0"
"33"," Private","56150"," Bachelors"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"31"," Private","179415"," 5th-6th"," Other-service"," Husband"," White"," Male","0","0"
"39"," Private","252445"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"66"," Private","275918"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"27"," Private","106562"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Female","1","0"
"39"," Private","198654"," HS-grad"," Exec-managerial"," Unmarried"," Black"," Female","1","1"
"59"," Private","107318"," 7th-8th"," Craft-repair"," Husband"," White"," Male","1","1"
"26"," Private","181896"," HS-grad"," Other-service"," Own-child"," White"," Female","0","0"
"31"," Private","106014"," Assoc-voc"," Craft-repair"," Unmarried"," White"," Male","0","0"
"45"," ?","319993"," HS-grad"," ?"," Unmarried"," White"," Female","0","0"
"23"," Private","197997"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"36"," Local-gov","173542"," HS-grad"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"34"," Private","207564"," Some-college"," Other-service"," Wife"," White"," Female","1","0"
"32"," Private","224462"," HS-grad"," Transport-moving"," Husband"," White"," Male","1","1"
"37"," Private","123361"," Bachelors"," Prof-specialty"," Husband"," Black"," Male","1","1"
"33"," Private","90409"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"50"," Self-emp-not-inc","165001"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"32"," Federal-gov","149573"," Assoc-acdm"," Protective-serv"," Not-in-family"," Black"," Male","0","0"
"35"," Private","249456"," Bachelors"," Adm-clerical"," Own-child"," Black"," Female","0","0"
"37"," Private","149898"," 11th"," Craft-repair"," Husband"," White"," Male","0","0"
"44"," Private","292985"," Some-college"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"57"," Private","50223"," Some-college"," Handlers-cleaners"," Other-relative"," White"," Male","0","0"
"29"," Local-gov","400074"," Some-college"," Exec-managerial"," Own-child"," White"," Female","0","0"
"55"," Private","197399"," HS-grad"," Craft-repair"," Husband"," White"," Male","1","1"
"43"," Self-emp-inc","209547"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"43"," Private","52433"," Some-college"," Sales"," Husband"," White"," Male","0","1"
"45"," Self-emp-not-inc","355978"," Some-college"," Sales"," Husband"," White"," Male","1","1"
"33"," Self-emp-not-inc","48214"," Masters"," Prof-specialty"," Wife"," White"," Female","0","1"
"26"," Private","190873"," 10th"," Other-service"," Unmarried"," White"," Female","0","0"
"23"," Private","278390"," Some-college"," Sales"," Husband"," White"," Male","0","0"
"41"," Private","203217"," 7th-8th"," Craft-repair"," Not-in-family"," White"," Male","0","0"
"24"," Private","279175"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"47"," Self-emp-not-inc","194590"," Bachelors"," Sales"," Husband"," White"," Male","0","1"
"34"," Self-emp-not-inc","198813"," HS-grad"," Craft-repair"," Own-child"," White"," Male","0","0"
"40"," Private","187294"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"28"," Private","302903"," Bachelors"," Prof-specialty"," Wife"," Asian-Pac-Islander"," Female","0","1"
"24"," Private","154835"," HS-grad"," Exec-managerial"," Own-child"," Asian-Pac-Islander"," Female","0","0"
"73"," ?","73402"," Some-college"," ?"," Husband"," White"," Male","0","0"
"23"," Private","100345"," HS-grad"," Craft-repair"," Other-relative"," White"," Male","0","0"
"43"," Self-emp-not-inc","126320"," HS-grad"," Exec-managerial"," Husband"," Black"," Male","1","0"
"26"," Private","142226"," Bachelors"," Tech-support"," Not-in-family"," White"," Female","0","0"
"58"," Self-emp-not-inc","112076"," Doctorate"," Exec-managerial"," Wife"," White"," Female","1","0"
"52"," Private","225339"," HS-grad"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"29"," Private","211208"," 11th"," Transport-moving"," Husband"," White"," Male","1","0"
"47"," Private","200808"," 11th"," Other-service"," Husband"," White"," Male","0","0"
"49"," Private","220618"," HS-grad"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"40"," Private","210493"," 11th"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"62"," Self-emp-not-inc","369734"," HS-grad"," Adm-clerical"," Wife"," White"," Female","0","1"
"49"," Private","27898"," HS-grad"," Exec-managerial"," Husband"," White"," Male","1","1"
"50"," Private","138193"," Bachelors"," Prof-specialty"," Other-relative"," White"," Female","1","0"
"31"," Private","224234"," HS-grad"," Transport-moving"," Own-child"," Black"," Male","0","0"
"48"," Local-gov","188741"," Masters"," Prof-specialty"," Not-in-family"," White"," Female","0","1"
"24"," Private","183772"," HS-grad"," Craft-repair"," Unmarried"," White"," Female","0","0"
"41"," ?","155041"," HS-grad"," ?"," Own-child"," White"," Female","0","0"
"37"," Private","79586"," HS-grad"," Machine-op-inspct"," Own-child"," Asian-Pac-Islander"," Male","0","0"
"45"," Private","355781"," Bachelors"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male","1","1"
"63"," ?","156158"," HS-grad"," ?"," Husband"," White"," Male","0","0"
"36"," Private","116358"," Masters"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male","0","1"
"45"," Private","59287"," Bachelors"," Exec-managerial"," Husband"," White"," Male","0","1"
"41"," Private","138868"," Bachelors"," Sales"," Not-in-family"," White"," Female","0","0"
"26"," Private","185885"," Assoc-acdm"," Tech-support"," Other-relative"," White"," Female","0","0"
"17"," Private","40299"," 11th"," Sales"," Own-child"," White"," Female","0","0"
"27"," Private","500068"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"43"," Private","51494"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","0"
"35"," Private","179481"," HS-grad"," Transport-moving"," Own-child"," White"," Male","0","0"
"38"," Private","365907"," Bachelors"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"26"," Private","284343"," HS-grad"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"28"," Private","204862"," Some-college"," Exec-managerial"," Own-child"," White"," Female","0","0"
"38"," Private","272476"," Bachelors"," Prof-specialty"," Wife"," White"," Female","1","1"
"36"," Private","175130"," 11th"," Transport-moving"," Unmarried"," White"," Female","0","0"
"33"," Private","118941"," HS-grad"," Adm-clerical"," Wife"," White"," Female","1","1"
"19"," Private","164339"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"22"," ?","213291"," Assoc-acdm"," ?"," Own-child"," White"," Male","0","0"
"42"," Federal-gov","55457"," 10th"," Adm-clerical"," Husband"," White"," Male","0","0"
"50"," Private","280292"," 10th"," Transport-moving"," Husband"," White"," Male","1","0"
"30"," Private","446894"," HS-grad"," Handlers-cleaners"," Husband"," White"," Male","0","0"
"37"," State-gov","67083"," Some-college"," Prof-specialty"," Other-relative"," Asian-Pac-Islander"," Male","0","1"
"54"," Self-emp-inc","159219"," Prof-school"," Prof-specialty"," Husband"," White"," Male","1","1"
"52"," Self-emp-inc","168539"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Male","0","0"
"65"," Private","88145"," 1st-4th"," Handlers-cleaners"," Husband"," Other"," Male","0","0"
"33"," Private","150309"," HS-grad"," Craft-repair"," Not-in-family"," White"," Female","0","0"
"25"," Private","122999"," Some-college"," Tech-support"," Other-relative"," White"," Male","0","0"
"24"," Private","302195"," Bachelors"," Sales"," Not-in-family"," White"," Male","0","0"
"26"," Private","210982"," Assoc-voc"," Adm-clerical"," Unmarried"," Black"," Female","0","0"
"39"," Private","177140"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Male","1","0"
"59"," Private","113838"," HS-grad"," Other-service"," Not-in-family"," White"," Female","0","0"
"29"," Private","97165"," Some-college"," Adm-clerical"," Unmarried"," White"," Female","0","0"
"47"," Private","104301"," 11th"," Other-service"," Own-child"," White"," Female","0","0"
"23"," ?","192028"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"64"," Self-emp-inc","115931"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","1"
"21"," Private","147280"," HS-grad"," Other-service"," Own-child"," Other"," Male","0","0"
"32"," Private","185433"," Some-college"," Adm-clerical"," Wife"," Black"," Female","1","0"
"26"," Private","599057"," HS-grad"," Exec-managerial"," Not-in-family"," Black"," Female","0","0"
"19"," ?","50626"," Some-college"," ?"," Own-child"," Black"," Female","0","0"
"62"," Self-emp-not-inc","71467"," Masters"," Prof-specialty"," Husband"," White"," Male","0","1"
"32"," Private","183977"," Bachelors"," Craft-repair"," Husband"," White"," Male","1","1"
"75"," ?","26586"," 10th"," ?"," Not-in-family"," White"," Female","0","0"
"45"," Self-emp-not-inc","196858"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","1"
"31"," Private","160594"," Bachelors"," Exec-managerial"," Husband"," White"," Male","1","1"
"32"," Private","65278"," HS-grad"," Adm-clerical"," Husband"," White"," Male","0","0"
"24"," Private","102258"," Bachelors"," Sales"," Husband"," White"," Male","0","0"
"25"," Private","196947"," Bachelors"," Sales"," Own-child"," White"," Female","0","0"
"41"," Self-emp-not-inc","233150"," HS-grad"," Exec-managerial"," Husband"," White"," Male","0","0"
"18"," Private","42857"," Some-college"," Sales"," Own-child"," White"," Female","0","0"
"44"," Private","118059"," Doctorate"," Prof-specialty"," Husband"," White"," Male","1","1"
"40"," Private","169262"," Some-college"," Exec-managerial"," Husband"," White"," Male","0","0"
"27"," Private","95108"," Bachelors"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"23"," Private","161092"," Bachelors"," Adm-clerical"," Own-child"," White"," Male","0","0"
"21"," Private","345253"," Some-college"," Adm-clerical"," Not-in-family"," Other"," Male","0","0"
"37"," State-gov","111275"," HS-grad"," Transport-moving"," Husband"," White"," Male","0","0"
"65"," Self-emp-not-inc","178878"," HS-grad"," Farming-fishing"," Husband"," White"," Male","0","0"
"43"," Federal-gov","157237"," Masters"," Prof-specialty"," Husband"," White"," Male","1","1"
"45"," Private","155664"," HS-grad"," Adm-clerical"," Not-in-family"," White"," Male","0","0"
"24"," State-gov","322658"," Bachelors"," Exec-managerial"," Not-in-family"," White"," Female","0","0"
"24"," Private","208503"," Some-college"," Machine-op-inspct"," Not-in-family"," White"," Male","0","0"
"19"," Local-gov","223326"," Some-college"," Protective-serv"," Own-child"," White"," Male","0","0"
"37"," Private","20308"," Bachelors"," Prof-specialty"," Husband"," White"," Male","1","1"
"24"," Private","124751"," HS-grad"," Adm-clerical"," Own-child"," White"," Female","0","0"
"34"," Private","113364"," Some-college"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"50"," State-gov","196900"," HS-grad"," Other-service"," Wife"," White"," Female","0","0"
"36"," Private","168170"," HS-grad"," Craft-repair"," Husband"," White"," Male","0","0"
"39"," Private","205338"," Bachelors"," Sales"," Husband"," White"," Male","0","1"
"44"," Self-emp-not-inc","98806"," 7th-8th"," Craft-repair"," Husband"," White"," Male","0","0"
"45"," State-gov","226452"," HS-grad"," Other-service"," Husband"," White"," Male","0","0"
"32"," State-gov","479179"," 11th"," Protective-serv"," Own-child"," White"," Male","0","0"
"47"," Federal-gov","471990"," Masters"," Exec-managerial"," Husband"," Black"," Male","1","1"
"50"," Private","44728"," HS-grad"," Machine-op-inspct"," Husband"," White"," Male","0","1"
"32"," Private","33117"," Assoc-voc"," Other-service"," Husband"," White"," Male","0","0"
"19"," Private","264876"," HS-grad"," Handlers-cleaners"," Own-child"," White"," Male","0","0"
"19"," ?","47235"," Some-college"," ?"," Own-child"," White"," Female","0","0"
"28"," State-gov","293628"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","0","0"
"28"," Private","193122"," HS-grad"," Sales"," Other-relative"," White"," Male","0","0"
"39"," Federal-gov","149347"," Masters"," Prof-specialty"," Not-in-family"," White"," Male","1","1"
"21"," Private","129172"," Some-college"," Other-service"," Not-in-family"," White"," Male","0","0"
"73"," Self-emp-not-inc","151255"," Some-college"," Farming-fishing"," Not-in-family"," White"," Female","0","0"
